,J293t-dm,pbmc-1B-dm,hm-12k,HMEC-orig-MULTI,pbmc-ch,pbmc-2stim-dm,nuc-MULTI,mkidney-ch,pbmc-1A-dm,HEK-HMEC-MULTI,pbmc-1C-dm,pbmc-2ctrl-dm,hm-6k,cline-ch,pdx-MULTI,HMEC-rep-MULTI,DOGMAseq1-RNA-ch,DOGMAseq-DIG-RNA-ch
0.8,0.5302037845705968,0.7807566204287516,0.9986780651959617,0.7595660851829602,0.8329263637181783,0.9255050510721877,0.795867859,0.7275314104603591,0.8402008600797146,0.8013751307326993,0.8385194421590021,0.9225664236202683,0.9999259641190391,0.6208814917552782,0.7405393653275004,0.7158345119387762,0.8438498344086132,0.9107074387631747
0.6,0.48970679975046794,0.750773434,0.9971731420737167,0.759059816,0.8320337793373708,0.9264740913422704,0.7976385407964355,0.7288666568334273,0.82367317,0.7992443287389552,0.8400863897221527,0.9148028874908091,0.9998748441059946,0.6187665448012046,0.7390569136134149,0.7046373218543927,0.8423935715032551,0.9083352299321948
0.4,0.47374714077770846,0.7598381672971836,0.9975248422221467,0.7550513967203248,0.8264896821462903,0.9233616237294963,0.8006930907515702,0.7257649256438012,0.8337187958883995,0.7967103503233468,0.8400448684862762,0.9149866586176284,0.999836945,0.6129279952368856,0.7398162573381593,0.7092389974697767,0.8401780385940916,0.9091010235677399
0.2,0.48856311083385323,0.7537494745691468,0.9985867409950486,0.755379798,0.8030166209146805,0.9186583110556132,0.7920830883793847,0.7208229079168614,0.8027192154394798,0.7868589666113923,0.8314646647894809,0.908115758,0.9996456854268301,0.5979866163636335,0.7212833065391846,0.6972036322924698,0.8233213607032628,0.8996566019024907
0.1,0.48435225618631733,0.7444577553593947,0.9984055655642046,0.7173143414282839,0.7770503684523242,0.9149243131462629,0.7679284631331416,0.6942129671067471,0.7855543318649045,0.7796908262306601,0.822862742,0.9024047263708136,0.9996218881793784,0.5869491925689945,0.7134843361414549,0.6794204050127512,0.8130924359317169,0.8947193527747299
0.05,0.460647,0.743991,0.999117,0.73919,0.769458,0.905682,0.753139,0.686553,0.780644,0.756901,0.811622,0.88833,0.998503,0.584163,0.70829,0.682007,0.820758,0.901633
