,J293t-dm,pbmc-1B-dm,hm-12k,HMEC-orig-MULTI,pbmc-ch,pbmc-2stim-dm,nuc-MULTI,mkidney-ch,pbmc-1A-dm,HEK-HMEC-MULTI,pbmc-1C-dm,pbmc-2ctrl-dm,hm-6k,cline-ch,pdx-MULTI,HMEC-rep-MULTI,DOGMAseq1-RNA-ch,DOGMAseq-DIG-RNA-ch
0.8,0.14285714285714285,0.3679245283018868,0.6439929328621908,0.48641464855286476,0.6475826972010179,0.7070430254864347,0.42992261392949266,0.44261144261144264,0.4122562674094707,0.46956521739130436,0.5185185185185185,0.7025402895383775,0.5480769230769231,0.3126714207350521,0.46078431372549017,0.44957264957264953,0.7166501626821332,0.7769376181474479
0.6,0.14634146341463414,0.38845144356955386,0.7397540983606558,0.4782973018267136,0.6316026073274894,0.7082847141190197,0.44466600199401796,0.35872377119862026,0.4914675767918089,0.5319371727748692,0.5656565656565656,0.7068062827225131,0.7276595744680852,0.29667812142038946,0.47385103011093505,0.41121918118072837,0.7162043795620439,0.7811929824561403
0.4,0.1517857142857143,0.4102564102564103,0.8076490438695162,0.46824978012313107,0.6118251928020566,0.7074500302846759,0.44831338411316646,0.3145056483055083,0.4842105263157894,0.5393013100436682,0.5650224215246638,0.6998491704374058,0.7798165137614679,0.2868757259001161,0.4694296265900697,0.4016563146997929,0.7116799058546631,0.7750250608620937
0.2,0.13861386138613863,0.41420118343195267,0.8503843879361324,0.45547445255474456,0.5948296690021745,0.6977611940298507,0.4272300469483568,0.26174286013181297,0.48201438848920863,0.5454545454545455,0.5471406491499227,0.6931430344399628,0.7391304347826086,0.2748538011695907,0.4682505399568035,0.37150246884552085,0.7077700193136235,0.7694100509832483
0.1,0.13333333333333333,0.14505494505494507,0.9081500646830531,0.41650447644998057,0.471169687,0.6180135279458883,0.3418181818181818,0.1816758026624902,0.15953757225433526,0.5575326215895611,0.3019213174748399,0.6468350051885162,0.7428571428571429,0.25771971496437057,0.3710657095527333,0.3168805528134254,0.6693775414451049,0.6895765472312704
0.05,0.108527,0.302326,0.622055,0.132342,0.206086,0.194577,0.224913,0.047326,0.278146,0.583226,0.178273,0.006238,0.900322,0.077428,0.094556,0.148252,0.068276,0.044267
